,Cell,assigned_cluster
2596,human3_lib3.final_cell_0825,alpha
2597,human3_lib3.final_cell_0826,alpha
2598,human3_lib3.final_cell_0827,alpha
2599,human3_lib3.final_cell_0828,alpha
2600,human3_lib3.final_cell_0829,delta
2601,human3_lib3.final_cell_0830,quiescent_stellate
2602,human3_lib3.final_cell_0831,alpha
2603,human3_lib3.final_cell_0832,beta
2604,human3_lib3.final_cell_0833,ductal
2605,human3_lib3.final_cell_0834,alpha
2606,human3_lib3.final_cell_0835,endothelial
2607,human3_lib3.final_cell_0836,alpha
2608,human3_lib3.final_cell_0837,alpha
2609,human3_lib3.final_cell_0838,alpha
2610,human3_lib3.final_cell_0839,alpha
2611,human3_lib3.final_cell_0840,acinar
2612,human3_lib3.final_cell_0841,endothelial
2613,human3_lib3.final_cell_0842,ductal
2614,human3_lib3.final_cell_0843,alpha
2615,human3_lib3.final_cell_0844,beta
2616,human3_lib3.final_cell_0845,beta
2617,human3_lib3.final_cell_0846,alpha
2618,human3_lib3.final_cell_0847,beta
2619,human3_lib3.final_cell_0848,alpha
2620,human3_lib3.final_cell_0849,beta
2621,human3_lib3.final_cell_0850,beta
2622,human3_lib3.final_cell_0851,acinar
2623,human3_lib3.final_cell_0852,beta
2624,human3_lib3.final_cell_0853,beta
2625,human3_lib3.final_cell_0854,beta
2626,human3_lib3.final_cell_0855,macrophage
2627,human3_lib3.final_cell_0856,quiescent_stellate
2628,human3_lib3.final_cell_0857,alpha
2629,human3_lib3.final_cell_0858,ductal
2630,human3_lib3.final_cell_0859,ductal
2631,human3_lib3.final_cell_0860,endothelial
2632,human3_lib3.final_cell_0861,beta
2633,human3_lib3.final_cell_0862,quiescent_stellate
2634,human3_lib3.final_cell_0863,endothelial
2635,human3_lib3.final_cell_0864,alpha
2636,human3_lib3.final_cell_0865,alpha
2637,human3_lib3.final_cell_0866,t_cell
2638,human3_lib3.final_cell_0867,alpha
2639,human3_lib3.final_cell_0868,alpha
2640,human3_lib3.final_cell_0869,beta
2641,human3_lib3.final_cell_0870,beta
2642,human3_lib3.final_cell_0871,beta
2643,human3_lib3.final_cell_0872,beta
2644,human3_lib3.final_cell_0873,beta
2645,human3_lib3.final_cell_0874,alpha
2646,human3_lib3.final_cell_0875,alpha
2647,human3_lib3.final_cell_0876,acinar
2648,human3_lib3.final_cell_0877,beta
2649,human3_lib3.final_cell_0878,beta
2650,human3_lib3.final_cell_0879,beta
2651,human3_lib3.final_cell_0880,quiescent_stellate
2652,human3_lib3.final_cell_0881,delta
2653,human3_lib3.final_cell_0882,endothelial
2654,human3_lib3.final_cell_0883,macrophage
2655,human3_lib3.final_cell_0884,ductal
2656,human3_lib3.final_cell_0885,mast
2657,human3_lib3.final_cell_0886,alpha
2658,human3_lib3.final_cell_0887,acinar
2659,human3_lib3.final_cell_0888,beta
2660,human3_lib3.final_cell_0889,endothelial
2661,human3_lib3.final_cell_0890,quiescent_stellate
2662,human3_lib3.final_cell_0891,alpha
2663,human3_lib3.final_cell_0892,beta
2664,human3_lib3.final_cell_0893,beta
2665,human3_lib3.final_cell_0894,quiescent_stellate
2666,human3_lib3.final_cell_0895,acinar
2667,human3_lib3.final_cell_0896,t_cell
2668,human3_lib3.final_cell_0897,beta
2669,human3_lib3.final_cell_0898,endothelial
2670,human3_lib3.final_cell_0899,beta
2671,human3_lib3.final_cell_0900,beta
2672,human3_lib3.final_cell_0901,quiescent_stellate
2673,human3_lib3.final_cell_0902,delta
2674,human3_lib3.final_cell_0903,beta
2675,human3_lib3.final_cell_0904,endothelial
2676,human3_lib3.final_cell_0905,beta
2677,human3_lib3.final_cell_0906,beta
2678,human3_lib3.final_cell_0907,delta
2679,human3_lib3.final_cell_0908,macrophage
2680,human3_lib3.final_cell_0909,beta
2681,human3_lib3.final_cell_0910,beta
2682,human3_lib3.final_cell_0911,beta
2683,human3_lib3.final_cell_0912,beta
2684,human3_lib3.final_cell_0913,endothelial
2685,human3_lib3.final_cell_0914,beta
2686,human3_lib3.final_cell_0915,activated_stellate
2687,human3_lib3.final_cell_0916,beta
2688,human3_lib3.final_cell_0917,alpha
2689,human3_lib3.final_cell_0918,beta
2690,human3_lib3.final_cell_0919,endothelial
2691,human3_lib3.final_cell_0920,quiescent_stellate
2692,human3_lib3.final_cell_0921,ductal
2693,human3_lib3.final_cell_0922,endothelial
2694,human3_lib3.final_cell_0923,endothelial
2695,human3_lib3.final_cell_0924,beta
2696,human3_lib3.final_cell_0925,endothelial
2697,human3_lib3.final_cell_0926,beta
2698,human3_lib3.final_cell_0927,beta
2699,human3_lib3.final_cell_0928,alpha
2700,human3_lib3.final_cell_0929,beta
2701,human3_lib3.final_cell_0930,beta
2702,human3_lib3.final_cell_0931,endothelial
2703,human3_lib3.final_cell_0932,beta
2704,human3_lib3.final_cell_0933,endothelial
2705,human3_lib3.final_cell_0934,beta
2706,human3_lib4.final_cell_0001,acinar
2707,human3_lib4.final_cell_0002,acinar
2708,human3_lib4.final_cell_0003,acinar
2709,human3_lib4.final_cell_0004,acinar
2710,human3_lib4.final_cell_0005,acinar
2711,human3_lib4.final_cell_0006,acinar
2712,human3_lib4.final_cell_0007,acinar
2713,human3_lib4.final_cell_0008,acinar
2714,human3_lib4.final_cell_0009,acinar
2715,human3_lib4.final_cell_0010,acinar
2716,human3_lib4.final_cell_0011,acinar
2717,human3_lib4.final_cell_0012,acinar
2718,human3_lib4.final_cell_0013,acinar
2719,human3_lib4.final_cell_0014,acinar
2720,human3_lib4.final_cell_0015,acinar
2721,human3_lib4.final_cell_0016,acinar
2722,human3_lib4.final_cell_0017,acinar
2723,human3_lib4.final_cell_0018,acinar
2724,human3_lib4.final_cell_0019,acinar
2725,human3_lib4.final_cell_0020,acinar
2726,human3_lib4.final_cell_0021,acinar
2727,human3_lib4.final_cell_0022,acinar
2728,human3_lib4.final_cell_0023,acinar
2729,human3_lib4.final_cell_0024,acinar
2730,human3_lib4.final_cell_0025,acinar
2731,human3_lib4.final_cell_0026,acinar
2732,human3_lib4.final_cell_0027,acinar
2733,human3_lib4.final_cell_0028,acinar
2734,human3_lib4.final_cell_0029,acinar
2735,human3_lib4.final_cell_0030,delta
2736,human3_lib4.final_cell_0031,acinar
2737,human3_lib4.final_cell_0032,acinar
2738,human3_lib4.final_cell_0033,acinar
2739,human3_lib4.final_cell_0034,acinar
2740,human3_lib4.final_cell_0035,acinar
2741,human3_lib4.final_cell_0036,acinar
2742,human3_lib4.final_cell_0037,acinar
2743,human3_lib4.final_cell_0038,acinar
2744,human3_lib4.final_cell_0039,acinar
2745,human3_lib4.final_cell_0040,beta
2746,human3_lib4.final_cell_0041,acinar
2747,human3_lib4.final_cell_0042,beta
2748,human3_lib4.final_cell_0043,acinar
2749,human3_lib4.final_cell_0044,acinar
2750,human3_lib4.final_cell_0045,alpha
2751,human3_lib4.final_cell_0046,acinar
2752,human3_lib4.final_cell_0047,delta
2753,human3_lib4.final_cell_0048,acinar
2754,human3_lib4.final_cell_0049,acinar
2755,human3_lib4.final_cell_0050,delta
2756,human3_lib4.final_cell_0051,acinar
2757,human3_lib4.final_cell_0052,ductal
2758,human3_lib4.final_cell_0053,acinar
2759,human3_lib4.final_cell_0054,acinar
2760,human3_lib4.final_cell_0055,acinar
2761,human3_lib4.final_cell_0056,acinar
2762,human3_lib4.final_cell_0057,acinar
2763,human3_lib4.final_cell_0058,beta
2764,human3_lib4.final_cell_0059,acinar
2765,human3_lib4.final_cell_0060,acinar
2766,human3_lib4.final_cell_0061,acinar
2767,human3_lib4.final_cell_0062,acinar
2768,human3_lib4.final_cell_0063,acinar
2769,human3_lib4.final_cell_0064,acinar
2770,human3_lib4.final_cell_0065,acinar
2771,human3_lib4.final_cell_0066,acinar
2772,human3_lib4.final_cell_0067,delta
2773,human3_lib4.final_cell_0068,acinar
2774,human3_lib4.final_cell_0069,acinar
2775,human3_lib4.final_cell_0070,acinar
2776,human3_lib4.final_cell_0071,beta
2777,human3_lib4.final_cell_0072,acinar
2778,human3_lib4.final_cell_0073,acinar
2779,human3_lib4.final_cell_0074,acinar
2780,human3_lib4.final_cell_0075,acinar
2781,human3_lib4.final_cell_0076,acinar
2782,human3_lib4.final_cell_0077,acinar
2783,human3_lib4.final_cell_0078,acinar
2784,human3_lib4.final_cell_0079,ductal
2785,human3_lib4.final_cell_0080,acinar
2786,human3_lib4.final_cell_0081,acinar
2787,human3_lib4.final_cell_0082,delta
2788,human3_lib4.final_cell_0083,acinar
2789,human3_lib4.final_cell_0084,alpha
2790,human3_lib4.final_cell_0085,ductal
2791,human3_lib4.final_cell_0086,acinar
2792,human3_lib4.final_cell_0087,acinar
2793,human3_lib4.final_cell_0088,acinar
2794,human3_lib4.final_cell_0089,alpha
2795,human3_lib4.final_cell_0090,acinar
2796,human3_lib4.final_cell_0091,acinar
2797,human3_lib4.final_cell_0092,beta
2798,human3_lib4.final_cell_0093,acinar
2799,human3_lib4.final_cell_0094,beta
2800,human3_lib4.final_cell_0095,beta
2801,human3_lib4.final_cell_0096,beta
2802,human3_lib4.final_cell_0097,beta
2803,human3_lib4.final_cell_0098,beta
2804,human3_lib4.final_cell_0099,delta
2805,human3_lib4.final_cell_0100,ductal
2806,human3_lib4.final_cell_0101,acinar
2807,human3_lib4.final_cell_0102,acinar
2808,human3_lib4.final_cell_0103,acinar
2809,human3_lib4.final_cell_0104,delta
2810,human3_lib4.final_cell_0105,beta
2811,human3_lib4.final_cell_0106,acinar
2812,human3_lib4.final_cell_0107,alpha
2813,human3_lib4.final_cell_0108,acinar
2814,human3_lib4.final_cell_0109,acinar
2815,human3_lib4.final_cell_0110,acinar
2816,human3_lib4.final_cell_0111,acinar
2817,human3_lib4.final_cell_0112,beta
2818,human3_lib4.final_cell_0113,acinar
2819,human3_lib4.final_cell_0114,acinar
2820,human3_lib4.final_cell_0115,acinar
2821,human3_lib4.final_cell_0116,alpha
2822,human3_lib4.final_cell_0117,beta
2823,human3_lib4.final_cell_0118,delta
2824,human3_lib4.final_cell_0119,activated_stellate
2825,human3_lib4.final_cell_0120,acinar
2826,human3_lib4.final_cell_0121,ductal
2827,human3_lib4.final_cell_0122,acinar
2828,human3_lib4.final_cell_0123,acinar
2829,human3_lib4.final_cell_0124,beta
2830,human3_lib4.final_cell_0125,acinar
2831,human3_lib4.final_cell_0126,acinar
2832,human3_lib4.final_cell_0127,acinar
2833,human3_lib4.final_cell_0128,acinar
2834,human3_lib4.final_cell_0129,acinar
2835,human3_lib4.final_cell_0130,delta
2836,human3_lib4.final_cell_0131,acinar
2837,human3_lib4.final_cell_0132,beta
2838,human3_lib4.final_cell_0133,acinar
2839,human3_lib4.final_cell_0134,beta
2840,human3_lib4.final_cell_0135,acinar
2841,human3_lib4.final_cell_0136,beta
2842,human3_lib4.final_cell_0137,acinar
2843,human3_lib4.final_cell_0138,beta
2844,human3_lib4.final_cell_0139,acinar
2845,human3_lib4.final_cell_0140,beta
2846,human3_lib4.final_cell_0141,beta
2847,human3_lib4.final_cell_0142,acinar
2848,human3_lib4.final_cell_0143,acinar
2849,human3_lib4.final_cell_0144,delta
2850,human3_lib4.final_cell_0145,ductal
2851,human3_lib4.final_cell_0146,acinar
2852,human3_lib4.final_cell_0147,acinar
2853,human3_lib4.final_cell_0148,acinar
2854,human3_lib4.final_cell_0149,acinar
2855,human3_lib4.final_cell_0150,ductal
2856,human3_lib4.final_cell_0151,alpha
2857,human3_lib4.final_cell_0152,alpha
2858,human3_lib4.final_cell_0153,alpha
2859,human3_lib4.final_cell_0154,alpha
2860,human3_lib4.final_cell_0155,acinar
2861,human3_lib4.final_cell_0156,alpha
2862,human3_lib4.final_cell_0157,acinar
2863,human3_lib4.final_cell_0158,delta
2864,human3_lib4.final_cell_0159,beta
2865,human3_lib4.final_cell_0160,alpha
2866,human3_lib4.final_cell_0161,beta
2867,human3_lib4.final_cell_0162,beta
2868,human3_lib4.final_cell_0163,beta
2869,human3_lib4.final_cell_0164,acinar
2870,human3_lib4.final_cell_0165,acinar
2871,human3_lib4.final_cell_0166,alpha
2872,human3_lib4.final_cell_0167,ductal
2873,human3_lib4.final_cell_0168,alpha
2874,human3_lib4.final_cell_0169,beta
2875,human3_lib4.final_cell_0170,acinar
2876,human3_lib4.final_cell_0171,acinar
2877,human3_lib4.final_cell_0172,alpha
2878,human3_lib4.final_cell_0173,acinar
2879,human3_lib4.final_cell_0174,ductal
2880,human3_lib4.final_cell_0175,acinar
2881,human3_lib4.final_cell_0176,acinar
2882,human3_lib4.final_cell_0177,acinar
2883,human3_lib4.final_cell_0178,ductal
2884,human3_lib4.final_cell_0179,acinar
2885,human3_lib4.final_cell_0180,delta
2886,human3_lib4.final_cell_0181,ductal
2887,human3_lib4.final_cell_0182,acinar
2888,human3_lib4.final_cell_0183,delta
2889,human3_lib4.final_cell_0184,acinar
2890,human3_lib4.final_cell_0185,alpha
2891,human3_lib4.final_cell_0186,alpha
2892,human3_lib4.final_cell_0187,acinar
2893,human3_lib4.final_cell_0188,beta
2894,human3_lib4.final_cell_0189,alpha
2895,human3_lib4.final_cell_0190,acinar
2896,human3_lib4.final_cell_0191,ductal
2897,human3_lib4.final_cell_0192,delta
2898,human3_lib4.final_cell_0193,beta
2899,human3_lib4.final_cell_0194,beta
2900,human3_lib4.final_cell_0195,acinar
2901,human3_lib4.final_cell_0196,beta
2902,human3_lib4.final_cell_0197,acinar
2903,human3_lib4.final_cell_0198,acinar
2904,human3_lib4.final_cell_0199,acinar
2905,human3_lib4.final_cell_0200,acinar
2906,human3_lib4.final_cell_0201,beta
2907,human3_lib4.final_cell_0202,delta
2908,human3_lib4.final_cell_0203,delta
2909,human3_lib4.final_cell_0204,ductal
2910,human3_lib4.final_cell_0205,beta
2911,human3_lib4.final_cell_0206,alpha
2912,human3_lib4.final_cell_0207,acinar
2913,human3_lib4.final_cell_0208,beta
2914,human3_lib4.final_cell_0209,alpha
2915,human3_lib4.final_cell_0210,ductal
2916,human3_lib4.final_cell_0211,acinar
2917,human3_lib4.final_cell_0212,delta
2918,human3_lib4.final_cell_0213,acinar
2919,human3_lib4.final_cell_0214,acinar
2920,human3_lib4.final_cell_0215,beta
2921,human3_lib4.final_cell_0216,alpha
2922,human3_lib4.final_cell_0217,alpha
2923,human3_lib4.final_cell_0218,beta
2924,human3_lib4.final_cell_0219,acinar
2925,human3_lib4.final_cell_0220,gamma
2926,human3_lib4.final_cell_0221,alpha
2927,human3_lib4.final_cell_0222,alpha
2928,human3_lib4.final_cell_0223,beta
2929,human3_lib4.final_cell_0224,acinar
2930,human3_lib4.final_cell_0225,beta
2931,human3_lib4.final_cell_0226,beta
2932,human3_lib4.final_cell_0227,beta
2933,human3_lib4.final_cell_0228,acinar
2934,human3_lib4.final_cell_0229,beta
2935,human3_lib4.final_cell_0230,delta
2936,human3_lib4.final_cell_0231,alpha
2937,human3_lib4.final_cell_0232,ductal
2938,human3_lib4.final_cell_0233,acinar
2939,human3_lib4.final_cell_0234,acinar
2940,human3_lib4.final_cell_0235,delta
2941,human3_lib4.final_cell_0236,beta
2942,human3_lib4.final_cell_0237,quiescent_stellate
2943,human3_lib4.final_cell_0238,alpha
2944,human3_lib4.final_cell_0239,ductal
2945,human3_lib4.final_cell_0240,beta
2946,human3_lib4.final_cell_0241,alpha
2947,human3_lib4.final_cell_0242,acinar
2948,human3_lib4.final_cell_0243,beta
2949,human3_lib4.final_cell_0244,beta
2950,human3_lib4.final_cell_0245,alpha
2951,human3_lib4.final_cell_0246,alpha
2952,human3_lib4.final_cell_0247,alpha
2953,human3_lib4.final_cell_0248,alpha
2954,human3_lib4.final_cell_0249,ductal
2955,human3_lib4.final_cell_0250,alpha
2956,human3_lib4.final_cell_0251,beta
2957,human3_lib4.final_cell_0252,alpha
2958,human3_lib4.final_cell_0253,alpha
2959,human3_lib4.final_cell_0254,beta
2960,human3_lib4.final_cell_0255,activated_stellate
2961,human3_lib4.final_cell_0256,alpha
2962,human3_lib4.final_cell_0257,beta
2963,human3_lib4.final_cell_0258,alpha
2964,human3_lib4.final_cell_0259,alpha
2965,human3_lib4.final_cell_0260,alpha
2966,human3_lib4.final_cell_0261,gamma
2967,human3_lib4.final_cell_0262,ductal
2968,human3_lib4.final_cell_0263,beta
2969,human3_lib4.final_cell_0264,beta
2970,human3_lib4.final_cell_0265,beta
2971,human3_lib4.final_cell_0266,ductal
2972,human3_lib4.final_cell_0267,ductal
2973,human3_lib4.final_cell_0268,beta
2974,human3_lib4.final_cell_0269,acinar
2975,human3_lib4.final_cell_0270,acinar
2976,human3_lib4.final_cell_0271,ductal
2977,human3_lib4.final_cell_0272,acinar
2978,human3_lib4.final_cell_0273,alpha
2979,human3_lib4.final_cell_0274,ductal
2980,human3_lib4.final_cell_0275,beta
2981,human3_lib4.final_cell_0276,alpha
2982,human3_lib4.final_cell_0277,acinar
2983,human3_lib4.final_cell_0278,delta
2984,human3_lib4.final_cell_0279,beta
2985,human3_lib4.final_cell_0280,alpha
2986,human3_lib4.final_cell_0281,beta
2987,human3_lib4.final_cell_0282,beta
2988,human3_lib4.final_cell_0283,epsilon
2989,human3_lib4.final_cell_0284,ductal
2990,human3_lib4.final_cell_0285,beta
2991,human3_lib4.final_cell_0286,beta
2992,human3_lib4.final_cell_0287,acinar
2993,human3_lib4.final_cell_0288,alpha
2994,human3_lib4.final_cell_0289,beta
2995,human3_lib4.final_cell_0290,alpha
2996,human3_lib4.final_cell_0291,beta
2997,human3_lib4.final_cell_0292,acinar
2998,human3_lib4.final_cell_0293,beta
2999,human3_lib4.final_cell_0294,alpha
3000,human3_lib4.final_cell_0295,beta
3001,human3_lib4.final_cell_0296,delta
3002,human3_lib4.final_cell_0297,alpha
3003,human3_lib4.final_cell_0298,beta
3004,human3_lib4.final_cell_0299,beta
3005,human3_lib4.final_cell_0300,acinar
3006,human3_lib4.final_cell_0301,beta
3007,human3_lib4.final_cell_0302,alpha
3008,human3_lib4.final_cell_0303,activated_stellate
3009,human3_lib4.final_cell_0304,alpha
3010,human3_lib4.final_cell_0305,alpha
3011,human3_lib4.final_cell_0306,beta
3012,human3_lib4.final_cell_0307,ductal
3013,human3_lib4.final_cell_0308,beta
3014,human3_lib4.final_cell_0309,beta
3015,human3_lib4.final_cell_0310,alpha
3016,human3_lib4.final_cell_0311,ductal
3017,human3_lib4.final_cell_0312,beta
3018,human3_lib4.final_cell_0313,beta
3019,human3_lib4.final_cell_0314,ductal
3020,human3_lib4.final_cell_0315,ductal
3021,human3_lib4.final_cell_0316,ductal
3022,human3_lib4.final_cell_0317,ductal
3023,human3_lib4.final_cell_0318,acinar
3024,human3_lib4.final_cell_0319,alpha
3025,human3_lib4.final_cell_0320,alpha
3026,human3_lib4.final_cell_0321,beta
3027,human3_lib4.final_cell_0322,delta
3028,human3_lib4.final_cell_0323,beta
3029,human3_lib4.final_cell_0324,beta
3030,human3_lib4.final_cell_0325,alpha
3031,human3_lib4.final_cell_0326,alpha
3032,human3_lib4.final_cell_0327,activated_stellate
3033,human3_lib4.final_cell_0328,alpha
3034,human3_lib4.final_cell_0329,beta
3035,human3_lib4.final_cell_0330,beta
3036,human3_lib4.final_cell_0331,alpha
3037,human3_lib4.final_cell_0332,ductal
3038,human3_lib4.final_cell_0333,alpha
3039,human3_lib4.final_cell_0334,alpha
3040,human3_lib4.final_cell_0335,ductal
3041,human3_lib4.final_cell_0336,alpha
3042,human3_lib4.final_cell_0337,beta
3043,human3_lib4.final_cell_0338,alpha
3044,human3_lib4.final_cell_0339,ductal
3045,human3_lib4.final_cell_0340,delta
3046,human3_lib4.final_cell_0341,beta
3047,human3_lib4.final_cell_0342,acinar
3048,human3_lib4.final_cell_0343,activated_stellate
3049,human3_lib4.final_cell_0344,beta
3050,human3_lib4.final_cell_0345,acinar
3051,human3_lib4.final_cell_0346,beta
3052,human3_lib4.final_cell_0347,beta
3053,human3_lib4.final_cell_0348,beta
3054,human3_lib4.final_cell_0349,alpha
3055,human3_lib4.final_cell_0350,beta
3056,human3_lib4.final_cell_0351,alpha
3057,human3_lib4.final_cell_0352,ductal
3058,human3_lib4.final_cell_0353,delta
3059,human3_lib4.final_cell_0354,beta
3060,human3_lib4.final_cell_0355,acinar
3061,human3_lib4.final_cell_0356,acinar
3062,human3_lib4.final_cell_0357,beta
3063,human3_lib4.final_cell_0358,acinar
3064,human3_lib4.final_cell_0359,ductal
3065,human3_lib4.final_cell_0360,alpha
3066,human3_lib4.final_cell_0361,ductal
3067,human3_lib4.final_cell_0362,beta
3068,human3_lib4.final_cell_0363,alpha
3069,human3_lib4.final_cell_0364,beta
3070,human3_lib4.final_cell_0365,acinar
3071,human3_lib4.final_cell_0366,alpha
3072,human3_lib4.final_cell_0367,alpha
3073,human3_lib4.final_cell_0368,acinar
3074,human3_lib4.final_cell_0369,alpha
3075,human3_lib4.final_cell_0370,alpha
3076,human3_lib4.final_cell_0371,acinar
3077,human3_lib4.final_cell_0372,alpha
3078,human3_lib4.final_cell_0373,beta
3079,human3_lib4.final_cell_0374,beta
3080,human3_lib4.final_cell_0375,alpha
3081,human3_lib4.final_cell_0376,alpha
3082,human3_lib4.final_cell_0377,endothelial
3083,human3_lib4.final_cell_0378,alpha
3084,human3_lib4.final_cell_0379,delta
3085,human3_lib4.final_cell_0380,beta
3086,human3_lib4.final_cell_0381,acinar
3087,human3_lib4.final_cell_0382,alpha
3088,human3_lib4.final_cell_0383,acinar
3089,human3_lib4.final_cell_0384,ductal
3090,human3_lib4.final_cell_0385,beta
3091,human3_lib4.final_cell_0386,beta
3092,human3_lib4.final_cell_0387,beta
3093,human3_lib4.final_cell_0388,beta
3094,human3_lib4.final_cell_0389,alpha
3095,human3_lib4.final_cell_0390,alpha
3096,human3_lib4.final_cell_0391,ductal
3097,human3_lib4.final_cell_0392,beta
3098,human3_lib4.final_cell_0393,endothelial
3099,human3_lib4.final_cell_0394,ductal
3100,human3_lib4.final_cell_0395,alpha
3101,human3_lib4.final_cell_0396,ductal
3102,human3_lib4.final_cell_0397,alpha
3103,human3_lib4.final_cell_0398,alpha
3104,human3_lib4.final_cell_0399,beta
3105,human3_lib4.final_cell_0400,alpha
3106,human3_lib4.final_cell_0401,alpha
3107,human3_lib4.final_cell_0402,gamma
3108,human3_lib4.final_cell_0403,ductal
3109,human3_lib4.final_cell_0404,alpha
3110,human3_lib4.final_cell_0405,acinar
3111,human3_lib4.final_cell_0406,acinar
3112,human3_lib4.final_cell_0407,acinar
3113,human3_lib4.final_cell_0408,alpha
3114,human3_lib4.final_cell_0409,alpha
3115,human3_lib4.final_cell_0410,alpha
3116,human3_lib4.final_cell_0411,ductal
3117,human3_lib4.final_cell_0412,ductal
3118,human3_lib4.final_cell_0413,delta
3119,human3_lib4.final_cell_0414,acinar
3120,human3_lib4.final_cell_0415,alpha
3121,human3_lib4.final_cell_0416,alpha
3122,human3_lib4.final_cell_0417,alpha
3123,human3_lib4.final_cell_0418,acinar
3124,human3_lib4.final_cell_0419,alpha
3125,human3_lib4.final_cell_0420,beta
3126,human3_lib4.final_cell_0421,alpha
3127,human3_lib4.final_cell_0422,beta
3128,human3_lib4.final_cell_0423,alpha
3129,human3_lib4.final_cell_0424,ductal
3130,human3_lib4.final_cell_0425,alpha
3131,human3_lib4.final_cell_0426,ductal
3132,human3_lib4.final_cell_0427,beta
3133,human3_lib4.final_cell_0428,alpha
3134,human3_lib4.final_cell_0429,beta
3135,human3_lib4.final_cell_0430,beta
3136,human3_lib4.final_cell_0431,alpha
3137,human3_lib4.final_cell_0432,alpha
3138,human3_lib4.final_cell_0433,alpha
3139,human3_lib4.final_cell_0434,ductal
3140,human3_lib4.final_cell_0435,delta
3141,human3_lib4.final_cell_0436,alpha
3142,human3_lib4.final_cell_0437,alpha
3143,human3_lib4.final_cell_0438,alpha
3144,human3_lib4.final_cell_0439,alpha
3145,human3_lib4.final_cell_0440,alpha
3146,human3_lib4.final_cell_0441,alpha
3147,human3_lib4.final_cell_0442,ductal
3148,human3_lib4.final_cell_0443,ductal
3149,human3_lib4.final_cell_0444,ductal
3150,human3_lib4.final_cell_0445,acinar
3151,human3_lib4.final_cell_0446,alpha
3152,human3_lib4.final_cell_0447,ductal
3153,human3_lib4.final_cell_0448,alpha
3154,human3_lib4.final_cell_0449,activated_stellate
3155,human3_lib4.final_cell_0450,beta
3156,human3_lib4.final_cell_0451,gamma
3157,human3_lib4.final_cell_0452,beta
3158,human3_lib4.final_cell_0453,alpha
3159,human3_lib4.final_cell_0454,alpha
3160,human3_lib4.final_cell_0455,activated_stellate
3161,human3_lib4.final_cell_0456,alpha
3162,human3_lib4.final_cell_0457,quiescent_stellate
3163,human3_lib4.final_cell_0458,alpha
3164,human3_lib4.final_cell_0459,acinar
3165,human3_lib4.final_cell_0460,alpha
3166,human3_lib4.final_cell_0461,alpha
3167,human3_lib4.final_cell_0462,beta
3168,human3_lib4.final_cell_0463,beta
3169,human3_lib4.final_cell_0464,alpha
3170,human3_lib4.final_cell_0465,beta
3171,human3_lib4.final_cell_0466,acinar
3172,human3_lib4.final_cell_0467,beta
3173,human3_lib4.final_cell_0468,ductal
3174,human3_lib4.final_cell_0469,ductal
3175,human3_lib4.final_cell_0470,beta
3176,human3_lib4.final_cell_0471,alpha
3177,human3_lib4.final_cell_0472,beta
3178,human3_lib4.final_cell_0473,beta
3179,human3_lib4.final_cell_0474,ductal
3180,human3_lib4.final_cell_0475,beta
3181,human3_lib4.final_cell_0476,beta
3182,human3_lib4.final_cell_0477,alpha
3183,human3_lib4.final_cell_0478,ductal
3184,human3_lib4.final_cell_0479,alpha
3185,human3_lib4.final_cell_0480,macrophage
3186,human3_lib4.final_cell_0481,beta
3187,human3_lib4.final_cell_0482,beta
3188,human3_lib4.final_cell_0483,alpha
3189,human3_lib4.final_cell_0484,alpha
3190,human3_lib4.final_cell_0485,alpha
3191,human3_lib4.final_cell_0486,alpha
3192,human3_lib4.final_cell_0487,ductal
3193,human3_lib4.final_cell_0488,alpha
3194,human3_lib4.final_cell_0489,ductal
3195,human3_lib4.final_cell_0490,quiescent_stellate
3196,human3_lib4.final_cell_0491,ductal
3197,human3_lib4.final_cell_0492,alpha
3198,human3_lib4.final_cell_0493,alpha
3199,human3_lib4.final_cell_0494,acinar
3200,human3_lib4.final_cell_0495,alpha
3201,human3_lib4.final_cell_0496,alpha
3202,human3_lib4.final_cell_0497,beta
3203,human3_lib4.final_cell_0498,alpha
3204,human3_lib4.final_cell_0499,ductal
3205,human3_lib4.final_cell_0500,alpha
3206,human3_lib4.final_cell_0501,beta
3207,human3_lib4.final_cell_0502,acinar
3208,human3_lib4.final_cell_0503,alpha
3209,human3_lib4.final_cell_0504,beta
3210,human3_lib4.final_cell_0505,acinar
3211,human3_lib4.final_cell_0506,beta
3212,human3_lib4.final_cell_0507,ductal
3213,human3_lib4.final_cell_0508,beta
3214,human3_lib4.final_cell_0509,alpha
3215,human3_lib4.final_cell_0510,alpha
3216,human3_lib4.final_cell_0511,alpha
3217,human3_lib4.final_cell_0512,acinar
3218,human3_lib4.final_cell_0513,ductal
3219,human3_lib4.final_cell_0514,alpha
3220,human3_lib4.final_cell_0515,ductal
3221,human3_lib4.final_cell_0516,alpha
3222,human3_lib4.final_cell_0517,ductal
3223,human3_lib4.final_cell_0518,acinar
3224,human3_lib4.final_cell_0519,acinar
3225,human3_lib4.final_cell_0520,ductal
3226,human3_lib4.final_cell_0521,quiescent_stellate
3227,human3_lib4.final_cell_0522,alpha
3228,human3_lib4.final_cell_0523,alpha
3229,human3_lib4.final_cell_0524,ductal
3230,human3_lib4.final_cell_0525,beta
3231,human3_lib4.final_cell_0526,beta
3232,human3_lib4.final_cell_0527,alpha
3233,human3_lib4.final_cell_0528,beta
3234,human3_lib4.final_cell_0529,delta
